level,message,time
INFO,Initial Rule added:buy 0.01 BTC on mtgox if price goes below 800.0 USD,Dec_04_12_25_42
INFO,Initial Rule added:buy 0.012 BTC on mtgox if price goes above 5.0 USD,Dec_04_12_25_42
INFO,Initial Rule added:sell 0.01 BTC on btce if price goes below 10000.0 USD,Dec_04_12_25_42
INFO,Initial Rule added:buy 0.001 BTC on btce if price goes below 20.0 USD,Dec_04_12_25_42
INFO,[mtgox] Last price of 1 BTC: 1194.0 USD,Dec_04_12_25_50
INFO,[mtgox] Last price of 1 BTC: 862.9 EUR,Dec_04_12_25_50
INFO,[btce] Last price of 1 BTC: 1035.0 USD,Dec_04_12_25_50
INFO,[btce] Last price of 1 LTC: 39.0 EUR,Dec_04_12_25_51
INFO,[bitstamp] Last price of 1 BTC: 1087.89 USD,Dec_04_12_25_51
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_12_25_51
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_12_25_51
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_12_25_52
INFO,[mtgox] Last price of 1 BTC: 1194.0 USD,Dec_04_12_26_04
INFO,[mtgox] Last price of 1 BTC: 862.9 EUR,Dec_04_12_26_04
INFO,[btce] Last price of 1 BTC: 1035.0 USD,Dec_04_12_26_05
INFO,[btce] Last price of 1 LTC: 39.0 EUR,Dec_04_12_26_05
INFO,[bitstamp] Last price of 1 BTC: 1087.89 USD,Dec_04_12_26_05
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_12_26_05
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_12_26_06
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_12_26_06
INFO,[mtgox] Last price of 1 BTC: 1194.0 USD,Dec_04_12_26_19
INFO,[mtgox] Last price of 1 BTC: 862.9 EUR,Dec_04_12_26_20
INFO,[btce] Last price of 1 BTC: 1038.0 USD,Dec_04_12_26_20
INFO,[btce] Last price of 1 LTC: 38.94 EUR,Dec_04_12_26_20
INFO,[bitstamp] Last price of 1 BTC: 1086.01 USD,Dec_04_12_26_20
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_12_26_21
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_12_26_21
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_12_26_21
INFO,[mtgox] Last price of 1 BTC: 1194.0 USD,Dec_04_12_26_34
INFO,[mtgox] Last price of 1 BTC: 862.9 EUR,Dec_04_12_26_34
INFO,[btce] Last price of 1 BTC: 1038.0 USD,Dec_04_12_26_34
INFO,[btce] Last price of 1 LTC: 38.93 EUR,Dec_04_12_26_35
