level,message,time
INFO,Initial Rule added:buy 0.01 BTC on mtgox if price goes below 800.0 USD,Dec_04_12_04_37
INFO,Initial Rule added:buy 0.012 BTC on mtgox if price goes above 5.0 USD,Dec_04_12_04_37
INFO,Initial Rule added:sell 0.01 BTC on btce if price goes below 10000.0 USD,Dec_04_12_04_37
INFO,[mtgox] Last price of 1 BTC: 1182.73 USD,Dec_04_12_04_42
INFO,[mtgox] Last price of 1 BTC: 850.37 EUR,Dec_04_12_04_43
INFO,[btce] Last price of 1 BTC: 1031.98 USD,Dec_04_12_04_43
INFO,[btce] Last price of 1 LTC: 39.298 EUR,Dec_04_12_04_43
INFO,[bitstamp] Last price of 1 BTC: 1084.23 USD,Dec_04_12_04_43
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_12_04_44
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_12_04_44
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_12_04_44
