level,message,time
INFO,Initial Rule added:sell 0.01 BTC on mtgox if price goes below 74.0 USD,Dec_04_13_34_39
INFO,Initial Rule added:buy 1.9 LTC on btce if price goes below 2.3 USD,Dec_04_13_34_39
INFO,Initial Rule added:sell 0.4 BTC on bitstamp if price goes above 150.4 USD,Dec_04_13_34_39
INFO,[mtgox] Last price of 1 BTC: 1190.91 USD,Dec_04_13_34_48
INFO,[mtgox] Last price of 1 BTC: 870.0 EUR,Dec_04_13_34_48
INFO,[btce] Last price of 1 BTC: 1045.9 USD,Dec_04_13_34_49
INFO,[btce] Last price of 1 LTC: 38.69 EUR,Dec_04_13_34_49
INFO,[bitstamp] Last price of 1 BTC: 1092.02 USD,Dec_04_13_34_49
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_13_34_49
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_13_34_50
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_13_34_50
INFO,[mtgox] Last price of 1 BTC: 1190.91 USD,Dec_04_13_35_02
INFO,[mtgox] Last price of 1 BTC: 870.0 EUR,Dec_04_13_35_02
INFO,[btce] Last price of 1 BTC: 1046.0 USD,Dec_04_13_35_03
INFO,[btce] Last price of 1 LTC: 38.69 EUR,Dec_04_13_35_03
INFO,[bitstamp] Last price of 1 BTC: 1092.02 USD,Dec_04_13_35_03
INFO,Rule added: buy 0.001 BTC on mtgox if price goes above 10.0 USD,Dec_04_13_35_05
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_13_35_05
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_13_35_05
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_13_35_06
INFO,[mtgox] Last price of 1 BTC: 1200.0 USD,Dec_04_13_35_21
INFO,[mtgox] Last price of 1 BTC: 870.0 EUR,Dec_04_13_35_25
INFO,[btce] Last price of 1 BTC: 1045.9 USD,Dec_04_13_35_25
INFO,[btce] Last price of 1 LTC: 38.469 EUR,Dec_04_13_35_25
INFO,[bitstamp] Last price of 1 BTC: 1088.0 USD,Dec_04_13_35_25
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_13_35_26
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_13_35_26
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_13_35_27
INFO,[mtgox] Last price of 1 BTC: 1200.0 USD,Dec_04_13_35_32
INFO,[mtgox] Last price of 1 BTC: 870.0 EUR,Dec_04_13_35_32
