level,message,time
INFO,Initial Rule added:sell 1.337 BTC on mtgox if price goes below 74.0 USD,Dec_04_16_26_25
INFO,Initial Rule added:buy 1.9 LTC on btce if price goes below 2.3 USD,Dec_04_16_26_25
INFO,Initial Rule added:sell 0.4 BTC on bitstamp if price goes above 150.4 USD,Dec_04_16_26_25
INFO,Initial Rule added:buy 0.001 BTC on mtgox if price goes above 1.0 USD,Dec_04_16_26_25
INFO,Initial Rule added:buy 0.1 BTC on mtgox if price goes above 21312.0 USD,Dec_04_16_26_25
INFO,[mtgox] Last price of 1 BTC: 1188.0 USD,Dec_04_16_26_30
INFO,[mtgox] Last price of 1 BTC: 869.28 EUR,Dec_04_16_26_30
INFO,[btce] Last price of 1 BTC: 1041.78 USD,Dec_04_16_26_31
INFO,[btce] Last price of 1 LTC: 38.05 EUR,Dec_04_16_26_31
INFO,[bitstamp] Last price of 1 BTC: 1099.01 USD,Dec_04_16_26_31
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_16_26_32
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_16_26_32
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_16_26_32
INFO,[mtgox] Last price of 1 BTC: 1188.0 USD,Dec_04_16_26_45
INFO,[mtgox] Last price of 1 BTC: 869.28 EUR,Dec_04_16_26_45
INFO,[btce] Last price of 1 BTC: 1041.78 USD,Dec_04_16_26_45
INFO,[btce] Last price of 1 LTC: 38.1 EUR,Dec_04_16_26_45
INFO,[bitstamp] Last price of 1 BTC: 1099.01 USD,Dec_04_16_26_45
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_16_26_46
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_16_26_46
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_16_26_46
INFO,[mtgox] Last price of 1 BTC: 1199.47 USD,Dec_04_16_27_00
INFO,[mtgox] Last price of 1 BTC: 869.28 EUR,Dec_04_16_27_01
INFO,[btce] Last price of 1 BTC: 1041.78 USD,Dec_04_16_27_01
INFO,[btce] Last price of 1 LTC: 38.1 EUR,Dec_04_16_27_01
INFO,[bitstamp] Last price of 1 BTC: 1099.01 USD,Dec_04_16_27_01
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_16_27_02
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_16_27_03
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_16_27_03
