level,message,time
INFO,Initial Rule added:sell 0.01 BTC on mtgox if price goes below 74.0 USD,Dec_04_13_52_47
INFO,Initial Rule added:buy 1.9 LTC on btce if price goes below 2.3 USD,Dec_04_13_52_47
INFO,Initial Rule added:sell 0.4 BTC on bitstamp if price goes above 150.4 USD,Dec_04_13_52_47
INFO,Initial Rule added:buy 0.001 BTC on mtgox if price goes above 10.0 USD,Dec_04_13_52_47
INFO,[mtgox] Last price of 1 BTC: 1198.0 USD,Dec_04_13_53_02
INFO,[mtgox] Last price of 1 BTC: 868.0 EUR,Dec_04_13_53_03
INFO,[btce] Last price of 1 BTC: 1037.14 USD,Dec_04_13_53_03
INFO,[btce] Last price of 1 LTC: 37.803 EUR,Dec_04_13_53_03
INFO,[bitstamp] Last price of 1 BTC: 1098.69 USD,Dec_04_13_53_04
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_13_53_04
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_13_53_04
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_13_53_04
INFO,[mtgox] Last price of 1 BTC: 1198.0 USD,Dec_04_13_53_11
INFO,[mtgox] Last price of 1 BTC: 868.0 EUR,Dec_04_13_53_11
INFO,[btce] Last price of 1 BTC: 1040.0 USD,Dec_04_13_53_12
INFO,[btce] Last price of 1 LTC: 37.8 EUR,Dec_04_13_53_12
INFO,[bitstamp] Last price of 1 BTC: 1098.69 USD,Dec_04_13_53_13
SEVERE,Post Data: nonce=1386161593165000,Dec_04_13_53_14
SEVERE,Query to :https://data.mtgox.com/api/2/MONEY/INFO   HTTP response : 
,Dec_04_13_53_14
SEVERE,<html>,Dec_04_13_53_14
SEVERE,<head><title>502 Bad Gateway</title></head>,Dec_04_13_53_14
SEVERE,<body bgcolor="white">,Dec_04_13_53_14
SEVERE,<center><h1>502 Bad Gateway</h1></center>,Dec_04_13_53_14
SEVERE,<hr><center>nginx/1.4.1</center>,Dec_04_13_53_14
SEVERE,</body>,Dec_04_13_53_14
SEVERE,</html>,Dec_04_13_53_14
SEVERE,Unexpected character (<) at position 0.,Dec_04_13_53_14
INFO,[mtgox] Balance updated :Balance : ,Dec_04_13_53_14
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_13_53_14
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_13_53_15
INFO,[mtgox] Last price of 1 BTC: 1192.14 USD,Dec_04_13_53_30
INFO,[mtgox] Last price of 1 BTC: 868.0 EUR,Dec_04_13_53_30
INFO,[btce] Last price of 1 BTC: 1041.96 USD,Dec_04_13_53_31
INFO,[btce] Last price of 1 LTC: 37.77 EUR,Dec_04_13_53_32
INFO,[bitstamp] Last price of 1 BTC: 1098.69 USD,Dec_04_13_53_32
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_13_53_33
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_13_53_33
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_13_53_33
INFO,[mtgox] Last price of 1 BTC: 1192.14 USD,Dec_04_13_53_41
INFO,[mtgox] Last price of 1 BTC: 868.0 EUR,Dec_04_13_53_41
INFO,[btce] Last price of 1 BTC: 1041.96 USD,Dec_04_13_53_42
INFO,[btce] Last price of 1 LTC: 37.8 EUR,Dec_04_13_53_42
INFO,[bitstamp] Last price of 1 BTC: 1098.69 USD,Dec_04_13_53_42
INFO,[mtgox] Balance updated :Balance : 0.00700262 BTC; 1.89642 USD; 1.89642 EUR ,Dec_04_13_53_46
INFO,[btce] Balance updated :Balance : 5.889E-5 BTC; 5.889E-5 LTC; 0.99755187 USD; ,Dec_04_13_53_46
INFO,[bitstamp] Balance updated :Balance : 3.878 BTC; 7072.95 USD; ,Dec_04_13_53_46
